Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20
Շիրակ,Ամասիա / Զորակերտ,գ. Զորակերտի մ/դ,5,- չունի -,- չունի -,3,1,- չունի -,- չունի -,- չունի -,1,- չունի -,- չունի -,- չունի -,- չունի -
Արարատ,Մասիս / Զորակ,գ. Զորակի Մոնթե Մելքոնյանի անվան մ/դ,146,12,14,15,11,12,9,13,13,22,6,12,7
Կոտայք,Նաիրի / Զորավան,գ. Զորավանի մ/դ,116,11,15,12,14,12,7,10,9,11,4,6,5
Շիրակ,Աշոցք / Զույգաղբյուր,գ. Զույգաղբյուրի մ/դ,28,3,1,2,7,2,2,2,- չունի -,5,2,2,- չունի -
Արագածոտն,Թալին / Թաթուլ,գ. Թաթուլի մ/դ,49,5,5,2,5,3,3,10,4,5,4,3,- չունի -
Արմավիր,Վաղարշապատ / Թաիրով,գ. Թաիրովի մ/դ,301,25,21,23,22,35,29,25,24,27,23,21,26
Վայոց Ձոր,Եղեգնաձոր / Թառաթումբ,գ. Թառաթումբի մ/դ,23,- չունի -,2,2,1,3,- չունի -,3,1,4,1,1,5
Սյունիք,Սիսիան / Թասիկ,գ. Թասիկի հմ/դ,9,1,- չունի -,1,1,1,1,2,2,- չունի -,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Թավշուտ,գ. Թավշուտի մ/դ,20,- չունի -,- չունի -,2,1,2,3,- չունի -,- չունի -,3,- չունի -,3,6
Կոտայք,Նաիրի / Թեղենիք,գ. Թեղենիքի Վ.Ջինիշյանի անվ. մ/դ,24,1,4,2,4,2,2,2,3,3,1,- չունի -,- չունի -
Լոռի,Ալավերդի / Թեղուտ,գ. Թեղուտի մ/դ,61,2,9,5,5,5,4,9,9,4,4,5,- չունի -
Տավուշ,Դիլիջան / Թեղուտ,գ. Թեղուտի մ/դ,130,11,11,14,11,13,7,11,17,15,8,7,5
Գեղարքունիք,Ճամբարակ / Թթուջուր,գ. Թթուջուրի մ/դ,66,5,2,8,6,6,4,6,4,7,11,4,3
Արագածոտն,Ապարան / Թթուջուր,գ. Թթուջրի հմ/դ,20,2,4,3,3,3,2,2,1,- չունի -,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Թլլք,գ. Թլիկի հմ/դ,8,- չունի -,1,- չունի -,1,1,1,- չունի -,2,2,- չունի -,- չունի -,- չունի -
Տավուշ,Տավուշ / Իծաքար,գ. Իծաքարի հմ/դ,14,3,- չունի -,2,2,2,- չունի -,2,2,1,- չունի -,- չունի -,- չունի -
Սյունիք,Սիսիան / Իշխանասար,գ. Իշխանասարի հմ/դ,26,4,4,1,2,3,5,4,2,1,- չունի -,- չունի -,- չունի -
Շիրակ,Անի / Իսահակյան,գ. Իսահակյանի մ/դ,59,3,7,7,2,4,6,9,- չունի -,4,5,8,4
Արագածոտն,Թալին / Իրինդ,գ. Իրինդի Մ.Քոթանյանի անվ. մ/դ,52,3,2,5,6,5,7,3,10,2,1,3,5
Արարատ,Արտաշատ / Լանջազատ,գ. Լանջազատի մ/դ,134,13,5,11,12,10,16,12,17,13,8,11,6
Գեղարքունիք,Գավառ / Լանջաղբյուր,գ. Լանջաղբյուրի մ/դ,115,7,16,18,10,9,8,13,10,10,3,8,3
Արարատ,Արարատ / Լանջառ,գ. Լանջառի հմ/դ,10,1,- չունի -,- չունի -,2,1,2,3,1,- չունի -,- չունի -,- չունի -,- չունի -
Շիրակ,Անի / Լանջիկ,գ. Լանջիկի մ/դ,54,5,9,5,- չունի -,3,5,5,6,5,3,3,5
Սյունիք,Մեղրի / Լեհվազ,գ. Լեհվազի մ/դ,31,4,2,3,3,4,4,4,1,5,1,- չունի -,- չունի -
Արմավիր,Արմավիր / Լենուղի,գ. Լենուղու Ջիվանու անվ. մ/դ,104,10,16,7,6,8,7,8,9,12,9,5,7
Լոռի,Ստեփանավան / Լեջան,գ. Լեջանի մ/դ,53,2,9,5,3,3,5,3,11,1,3,4,4
Արմավիր,Բաղրամյան / Լեռնագոգ,գ. Լեռնագոգի Օնիկ Փակումեանի մ/դ,203,12,15,17,19,15,20,18,20,24,14,19,10
Գեղարքունիք,Մարտունի / Լեռնակերտ,գ. Լեռնակերտի հմ/դ,17,3,5,- չունի -,3,1,- չունի -,1,3,1,- չունի -,- չունի -,- չունի -
Շիրակ,Արթիկ / Լեռնակերտ,գ. Լեռնակերտի մ/դ,82,7,6,14,10,8,6,7,3,5,4,3,9
Լոռի,Տաշիր / Լեռնահովիտ,գ. Լեռնահովիտի մ/դ,91,5,5,14,9,9,5,7,8,9,9,6,5
Սյունիք,Կապան / Լեռնաձոր,գ. Լեռնաձորի հմ/դ,46,5,6,3,6,6,4,5,4,7,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Լեռնամերձ,գ. Լեռնամերձի հմ/դ,10,- չունի -,1,- չունի -,2,1,2,1,1,2,- չունի -,- չունի -,- չունի -
Կոտայք,Հրազդան / Լեռնանիստ,գ. Լեռնանիստի Ս.Նազարյանի անվ. մ/դ,214,15,18,20,23,31,24,17,13,24,14,10,5
Լոռի,Սպիտակ / Լեռնանցք,գ. Լեռնանցքի մ/դ,81,9,5,4,6,11,5,8,8,6,6,4,9
Լոռի,Գուգարք / Լեռնապատի,գ. Լեռնապատի Ե.Դալլաքյանի անվ. մ/դ,123,14,7,8,13,15,11,9,10,7,12,8,9
Արագածոտն,Արագած / Լեռնապար,գ. Լեռնապարի մ/դ,36,1,4,5,3,3,3,3,2,3,1,6,2
Լոռի,Սպիտակ / Լեռնավան,գ. Լեռնավանի մ/դ,79,4,8,9,8,10,7,8,7,5,4,5,4
Արագածոտն,Աշտարակ / Լեռնարոտ,գ. Լեռնարոտի Գ.Միքայելյանի անվ. մ/դ,27,1,1,5,3,3,2,3,- չունի -,2,4,2,1
Շիրակ,Ախուրյան / Լեռնուտ,գ. Լեռնուտի մ/դ,9,- չունի -,1,- չունի -,- չունի -,2,- չունի -,1,1,3,1,- չունի -,- չունի -
Լոռի,Գուգարք / Լերմոնտովո,գ. Լերմոնտովոյի մ/դ,86,8,5,6,13,6,8,7,11,6,12,2,2
Գեղարքունիք,Մարտունի / Լիճք,գ. Լիճքի Հ. Թումանյանի անվ. մ/դ,390,40,37,16,29,36,21,36,41,41,27,32,34
Գեղարքունիք,Մարտունի / Լիճք,գ. Լիճքի հմ/դ,33,2,4,2,4,2,4,5,2,8,- չունի -,- չունի -,- չունի -
Սյունիք,Սիսիան / Լծեն,գ. Լծենի հմ/դ,4,- չունի -,- չունի -,1,- չունի -,1,1,- չունի -,1,- չունի -,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Սևան / Լճաշեն,գ. Լճաշենի մ/դ,244,21,18,24,24,32,28,18,25,24,11,7,12
Գեղարքունիք,Վարդենիս / Լճավան,գ. Լճավանի Ա․Խաչատրյանի անվ․ մ/դ,34,5,2,2,6,4,1,5,3,3,- չունի -,2,1
Գեղարքունիք,Գավառ / Լճափ,գ. Լճափի մ/դ,85,5,11,10,8,11,8,10,4,4,2,6,6
Տավուշ,Նոյեմբերյան / Լճկաձոր,գ. Լճկաձորի հմ/դ,46,4,5,4,7,2,7,5,7,5,- չունի -,- չունի -,- չունի -
Լոռի,Ստեփանավան / Լոռի Բերդ,գ. Լոռի Բերդի հմ/դ,20,2,2,1,2,3,1,4,1,4,- չունի -,- չունի -,- չունի -
Սյունիք,Սիսիան / Լոր,գ. Լորի մ/դ,14,1,1,2,- չունի -,1,1,- չունի -,1,- չունի -,3,2,2
Լոռի,Ալավերդի / Լորուտ,գ. Լորուտի մ/դ,34,3,3,4,4,4,5,1,4,1,2,1,2
Արմավիր,Արմավիր / Լուկաշեն,գ. Լուկաշինի Հ. Ավետիսյանի անվ. մ/դ,158,14,12,17,14,10,26,17,11,10,10,7,10
Արագածոտն,Ապարան / Լուսագյուղ,գ. Լուսագյուղի մ/դ,65,6,4,4,5,5,8,6,8,4,6,5,4
Արմավիր,Վաղարշապատ / Լուսագյուղ,գ. Լուսագյուղի մ/դ,54,4,4,6,2,6,5,4,5,8,4,2,4
Շիրակ,Արթիկ / Լուսակերտ,գ. Լուսակերտի մ/դ,26,2,1,2,- չունի -,- չունի -,2,4,3,3,6,3,- չունի -
Արագածոտն,Թալին / Լուսակն,գ. Լուսակնի միջնակարգ դպրոց,19,1,4,4,1,1,1,1,2,1,3,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Լուսակունք,գ. Լուսակունքի մ/դ,99,7,9,7,8,11,10,7,8,10,8,3,11
Տավուշ,Իջևան / Լուսահովիտ,գ. Լուսահովիտի հմ/դ,15,1,2,3,1,2,- չունի -,- չունի -,2,4,- չունի -,- չունի -,- չունի -
Տավուշ,Իջևան / Լուսաձոր,գ. Լուսաձորի հմ/դ,29,5,4,2,5,2,2,5,3,1,- չունի -,- չունի -,- չունի -
Շիրակ,Անի / Լուսաղբյուր,գ. Լուսաղբյուրի մ/դ,48,7,5,5,5,2,5,4,2,3,3,5,2
Լոռի,Սպիտակ / Լուսաղբյուր,գ. Լուսաղբյուրի մ/դ,69,5,9,7,8,6,6,7,5,5,4,6,1
Արարատ,Արարատ / Լուսաշողի,գ. Լուսաշողի մ/դ,33,3,2,4,4,1,6,1,2,2,1,2,5
Արարատ,Արարատ / Լուսառատ,գ. Լուսառատի մ/դ,195,15,20,14,17,17,21,19,18,18,13,14,9
Արմավիր,Արմավիր / Խանջյան,գ. Խանջյանի Ա. Հակոբյանի անվ. մ/դ,158,10,14,11,21,14,15,13,10,11,19,10,10
Գեղարքունիք,Վարդենիս / Խաչաղբյուր,գ. Խաչաղբյուրի մ/դ,55,6,8,2,- չունի -,7,5,4,3,5,4,5,6
Տավուշ,Դիլիջան / Խաչարձան,գ. Խաչարձանի մ/դ,24,3,2,3,1,4,2,2,2,1,1,2,1
Վայոց Ձոր,Եղեգնաձոր / Խաչիկ,գ. Խաչիկի մ/դ,40,5,3,7,4,- չունի -,2,2,4,3,1,6,3
Արարատ,Մասիս / Խաչփառ,գ. Խաչփարի մ/դ,174,15,15,15,13,19,18,11,12,18,17,11,10
Սյունիք,Գորիս / Խնածախ,Գ. Խնածախի մ/դ,29,2,1,2,2,5,4,1,6,3,- չունի -,1,2
Լոռի,Սպիտակ / Խնկոյան,գ. Խնկոյանի hմ/դ,4,- չունի -,3,1,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Խնձորեսկ,գ. Խնձորեսկի մ/դ,95,6,8,8,10,3,8,8,10,13,8,4,9
Վայոց Ձոր,Վայք / Խնձորուտ,գ. Խնձորուտի մ/դ,51,1,2,3,7,3,6,3,9,3,10,2,2
Սյունիք,Գորիս / Խոզնավարի,գ. Խոզնավարի մ/դ,20,3,3,1,4,2,4,- չունի -,1,2,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Խոտ,գ. Խոտի մ/դ,87,7,8,9,8,5,6,9,8,6,5,9,7
Արմավիր,Վաղարշապատ / Խորոնք,գ. Խորոնքի մ/դ,171,10,9,20,22,14,19,15,18,15,10,5,14
Լոռի,Ալավերդի / Ծաթեր,գ. Ծաթերի հմ/դ,20,3,4,1,2,1,2,3,3,1,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Ծակքար,գ. Ծակքարի մ/դ,167,14,14,13,15,15,12,11,15,21,15,10,12
Լոռի,Սպիտակ / Ծաղկաբեր,գ. Ծաղկաբերի Դ.Մարտիրոսյանի անվ. մ/դ,75,5,7,5,9,6,9,5,6,4,5,7,7
Արմավիր,Վաղարշապատ / Ծաղկալանջ,գ. Ծաղկալանջի մ/դ,116,14,10,11,9,10,12,12,10,12,7,6,3
Արագածոտն,Ծաղկահովիտ / Ծաղկահովիտ,գ. Ծաղկահովիտի մ/դ,132,13,14,8,13,13,13,9,12,14,12,8,3
Լոռի,Ալավերդի / Ծաղկաշատ,գ. Ծաղկաշատի հմ/դ,4,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -,- չունի -,1,1,- չունի -,- չունի -,- չունի -
Արագածոտն,Ապարան / Ծաղկաշեն,գ. Ծաղկաշենի Կ.Համբարձումյանի անվ. մ/դ,25,- չունի -,2,2,5,1,2,2,7,4,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Ծաղկաշեն,գ. Ծաղկաշենի մ/դ,36,7,1,1,5,5,2,8,- չունի -,4,1,2,- չունի -
Շիրակ,Ամասիա / Ծաղկուտ,գ. Ծաղկուտի մ/դ,20,2,2,2,- չունի -,- չունի -,2,2,4,3,2,- չունի -,1
Սյունիք,Կապան / Ծավ,գ. Ծավի մ/դ,14,1,2,1,- չունի -,1,4,- չունի -,2,- չունի -,1,2,- չունի -
Գեղարքունիք,Վարդենիս / Ծափաթաղ,գ. Ծափաթաղի Հ. Աբրահամյանի անվ. մ/դ,14,- չունի -,3,3,2,- չունի -,3,1,- չունի -,1,- չունի -,- չունի -,1
Արմավիր,Վաղարշապատ / Ծիածան,գ. Ծիածանի մ/դ,175,19,24,11,15,20,16,11,8,14,11,15,11
Արագածոտն,Արագած / Ծիլքար,գ. Ծիլքարի մ/դ,45,5,3,5,1,3,5,3,3,4,3,6,4
Սյունիք,Սիսիան / Ծղուկ,գ. Ծղուկի մ/դ,11,1,2,2,1,2,- չունի -,- չունի -,2,1,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Սևան / Ծովագյուղ,գ. Ծովագյուղի մ/դ,296,33,24,25,35,31,18,30,29,19,17,14,21
Գեղարքունիք,Գավառ / Ծովազարդ,գ. Ծովազարդի մ/դ,161,8,16,11,13,19,18,16,15,22,12,5,6
Գեղարքունիք,Վարդենիս / Ծովակ,գ. Ծովակի մ/դ,179,17,14,17,20,20,9,16,18,18,5,9,16
Գեղարքունիք,Մարտունի / Ծովասար,գ. Ծովասարի Բ. Մուրադյանի անվ. մ/դ,226,21,28,10,26,11,23,22,17,26,18,16,8
Գեղարքունիք,Մարտունի / Ծովինար,գ. Ծովինարի Արծրուն Խաչատրյանի անվ. մ/դ,190,19,21,12,10,16,21,16,18,19,16,4,18
Գեղարքունիք,Մարտունի / Ծովինար,գ. Ծովինարի տ/դ,18,5,3,5,5,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Կաթնաղբյուր,գ. Կաթնաղբյուրի հմ/դ,40,4,4,5,4,5,3,4,7,4,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Կաթնաղբյուր,գ. Կաթնաղբյուրի Մ.Գալշոյանի անվ. մ/դ,79,10,6,4,6,4,8,11,9,7,3,6,5
Լոռի,Ստեփանավան / Կաթնաղբյուր,գ. Կաթնաղբյուրի մ/դ,51,5,4,3,4,5,5,6,8,3,5,3,- չունի -
Լոռի,Սպիտակ / Կաթնաջուր,գ. Կաթնաջրի Ս. Սեյրանյանի անվ. մ/դ,79,7,3,11,4,11,7,9,9,6,5,5,2
Լոռի,Տաշիր / Կաթնառատ,գ. Կաթնառատի մ/դ,54,4,6,5,2,6,7,2,3,5,5,5,4
Գեղարքունիք,Ճամբարակ / Կալավան,գ. Կալավանի մ/դ,8,- չունի -,- չունի -,3,1,2,- չունի -,- չունի -,1,1,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Կախակն,գ. Կախակնի մ/դ,23,2,1,4,2,4,- չունի -,1,2,2,3,2,- չունի -
Լոռի,Ալավերդի / Կաճաճկուտ,գ. Կաճաճկուտի հմ/դ,14,3,- չունի -,3,1,3,1,1,2,- չունի -,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Կամարիս,գ. Կամարիսի մ/դ,144,12,10,18,12,15,16,16,13,8,9,12,3
Շիրակ,Ախուրյան / Կամո,գ. Կամոյի մ/դ,89,4,7,7,7,7,11,10,8,10,8,4,6
Արագածոտն,Ապարան / Կայքի,գ. Կայքի մ/դ,38,3,5,5,3,2,3,3,- չունի -,3,2,8,1
Արարատ,Արտաշատ / Կանաչուտ,գ. Կանաչուտի Գ.Եփրեմյանի անվ. մ/դ,94,8,8,10,5,6,10,11,10,11,4,7,4
Արագածոտն,Թալին / Կանչ,գ. Կանչի հմ/դ,4,1,- չունի -,1,1,- չունի -,- չունի -,- չունի -,- չունի -,1,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Կապուտան,գ. Կապուտանի մ/դ,117,8,11,9,13,13,16,9,10,9,9,5,5
Շիրակ,Ախուրյան / Կապս,գ. Կապսի մ/դ,39,4,1,6,5,6,2,1,2,6,2,2,2
Շիրակ,Ախուրյան / Կառնուտ,գ. Կառնուտի մ/դ,71,3,6,8,9,8,8,3,7,4,3,6,6
Արագածոտն,Աշտարակ / Կարբի,գ. Կարբիի մ/դ,390,45,32,43,40,36,41,24,30,27,30,19,23
Կոտայք,Հրազդան / Կարենիս,գ. Կարենիսի մ/դ,43,5,3,3,5,5,3,3,6,3,1,2,4
Արագածոտն,Աշտարակ / Կարին,գ. Կարինի մ/դ,74,5,6,5,4,6,6,7,9,2,7,10,7
Գեղարքունիք,Վարդենիս / Կարճաղբյուր,գ. Կարճաղբյուրի Ա. Գրիգորյանի անվ. մ/դ,125,17,12,13,16,12,8,13,9,8,6,4,7
Սյունիք,Մեղրի / Կարճևան,գ. Կարճևանի հմ/դ,18,1,1,2,2,2,3,3,1,3,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Կարմիր Աղեգի,գ. Կարմիր Աղեգու հմ/դ,10,3,- չունի -,2,1,1,- չունի -,2,- չունի -,1,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Կարմիրգյուղ,գ. Կարմիրգյուղի թիվ 2 մ/դ,189,15,25,12,12,20,20,9,17,16,15,18,10
Գեղարքունիք,Գավառ / Կարմիրգյուղ,գ. Կարմիրգյուղի հ․ 1 մ/դ,209,12,13,22,23,19,15,17,25,19,19,14,11
Արագածոտն,Թալին / Կարմրաշեն,գ. Կարմրաշենի Ա. Ասլանյանի անվան մ/դ,20,1,- չունի -,- չունի -,5,2,2,- չունի -,2,5,- չունի -,1,2
Վայոց Ձոր,Վայք / Կարմրաշեն,գ. Կարմրաշենի մ/դ,1,- չունի -,1,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Կարմրավան,գ. Կարմրավանի հմ/դ,10,1,2,1,1,- չունի -,2,1,1,1,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Կաքավաձոր,գ. Կաքավաձորի մ/դ,72,9,10,3,8,2,7,6,6,1,4,11,5
Շիրակ,Աշոցք / Կաքավասար,գ. Կաքավասարի տ/դ,1,1,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -
Տավուշ,Իջևան / Կիրանց,գ. Կիրանցի հմ/դ,15,- չունի -,1,4,- չունի -,1,3,3,2,1,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Կոթի,գ. Կոթիի մ/դ,111,11,12,9,7,11,10,8,7,8,15,7,6
Տավուշ,Նոյեմբերյան / Կողբ,գ. Կողբի Ջ.Կարախանյանի անվ. թիվ 1 մ/դ,130,10,11,12,7,8,18,11,17,8,12,6,10
Լոռի,Ստեփանավան / Կողես,գ. Կողեսի հմ/դ,21,4,7,3,1,3,1,- չունի -,1,1,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Կոշ,գ. Կոշի մ/դ,245,28,22,18,18,23,18,29,22,20,14,16,17
Սյունիք,Գորիս / Կոռնիձոր,գ. Կոռնիձորի մ/դ,59,2,3,7,5,9,6,5,7,10,2,1,2
Կոտայք,Աբովյան / Կոտայք,գ. Կոտայքի Ս.Վարդանյանի անվ. մ/դ,114,13,6,14,7,11,17,8,5,13,9,6,5
Գեղարքունիք,Վարդենիս / Կութ,գ. Կութի մ/դ,8,1,1,- չունի -,- չունի -,1,1,- չունի -,- չունի -,- չունի -,1,- չունի -,3
Գեղարքունիք,Վարդենիս / Կուտականի,գ. Կուտականի մ/դ,7,- չունի -,1,- չունի -,- չունի -,- չունի -,1,1,1,- չունի -,1,- չունի -,2
Լոռի,Ստեփանավան / Կուրթան,գ. Կուրթանի մ/դ,111,4,8,9,7,12,16,8,20,13,1,4,9
Շիրակ,Ախուրյան / Կրաշեն,գ. Կրաշենի հմ/դ,10,1,1,3,2,- չունի -,2,1,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Կրասար,գ. Կրասարի մ/դ,35,1,3,2,2,4,2,4,4,- չունի -,5,3,5
Լոռի,Ալավերդի / Հագվի,գ. Հագվու հմ/դ,28,3,4,4,5,5,2,3,- չունի -,2,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Հալիձոր,գ. Հալիձորի մ/դ,37,2,4,6,3,5,3,2,4,2,4,2,- չունի -
Արագածոտն,Թալին / Հակկո,գ. Հակոյի հմ/դ,9,1,2,- չունի -,1,- չունի -,- չունի -,1,2,2,- չունի -,- չունի -,- չունի -
Տավուշ,Դիլիջան / Հաղարծին,գ. Հաղարծինի մ/դ,290,26,18,26,30,14,24,29,35,26,25,27,10
Տավուշ,Նոյեմբերյան / Հաղթանակ,գ. Հաղթանակի մ/դ,92,9,7,7,8,10,11,13,5,8,6,7,1
Լոռի,Ալավերդի / Հաղպատ,գ. Հաղպատի մ/դ,47,1,1,6,6,5,8,3,6,4,3,1,3
Արարատ,Մասիս / Հայանիստ,գ. Հայանիստի մ/դ,204,18,19,22,24,26,13,19,16,25,11,8,3
Արմավիր,Վաղարշապատ / Հայթաղ,գ. Հայթաղի Հ.Կարապետյանի անվ. մ/դ,217,19,22,20,23,21,20,22,12,25,8,20,5
Շիրակ,Անի / Հայկաձոր,գ. Հայկաձորի մ/դ,34,7,3,3,1,2,6,1,3,5,1,2,- չունի -
Արմավիր,Վաղարշապատ / Հայկաշեն,գ. Հայկաշենի Գ.Կիրակոսյանի անվ. մ/դ,71,14,3,4,10,6,5,3,5,8,5,3,5
Շիրակ,Արթիկ / Հայկասար,գ. Հայկասարի հմ/դ,13,1,2,1,4,2,- չունի -,1,1,1,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Հայկավան,գ. Հայկավանի մ/դ,72,5,6,6,5,9,10,6,10,5,4,5,1
Շիրակ,Ախուրյան / Հայկավան,գ. Հայկավանի մ/դ,73,2,9,2,12,9,8,5,2,9,5,5,5
Գեղարքունիք,Գավառ / Հայրավանք,գ. Հայրավանքի մ/դ,71,7,4,3,6,7,10,9,11,6,3,4,1
Շիրակ,Արթիկ / Հայրենյաց,գ. Հայրենյացի մ/դ,53,4,6,6,8,5,6,4,2,2,6,1,3
Շիրակ,Արթիկ / Հառիճ,գ. Հառիճի մ/դ,67,7,5,5,5,6,7,2,8,7,6,7,2
Կոտայք,Աբովյան / Հատիս,գ. Հատիսի Վ.Վարդանյանի անվ. մ/դ,28,5,4,4,2,1,3,2,1,2,1,3,- չունի -
Լոռի,Սպիտակ / Հարթագյուղ,գ. Հարթագյուղի մ/դ,65,8,8,6,9,9,6,2,4,7,1,2,3
Շիրակ,Աշոցք / Հարթաշեն,գ. Հարթաշենի հմ/դ,9,1,- չունի -,2,2,1,- չունի -,1,- չունի -,2,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Հարթաշեն,գ. Հարթաշենի մ/դ,48,5,4,3,2,5,6,2,6,8,- չունի -,2,5
Արագածոտն,Ապարան / Հարթավան,գ. Հարթավանի մ/դ,71,6,6,6,5,3,7,4,9,7,7,3,8
Սյունիք,Գորիս / Հարժիս,գ. Հարժիսի մ/դ,38,1,2,5,2,3,5,4,6,4,1,5,- չունի -
Արագածոտն,Թալին / Հացաշեն,գ. Հացաշենի հմ/դ,25,1,2,4,4,1,8,3,1,1,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Հացավան,գ. Հացավանի Հ.Մանուկյանի անվ. մ/դ,46,1,5,5,5,4,7,7,3,4,2,1,2
Սյունիք,Սիսիան / Հացավան,գ. Հացավանի մ/դ,11,1,1,1,2,2,2,- չունի -,- չունի -,1,1,- չունի -,- չունի -
Արմավիր,Արմավիր / Հացիկ,գ. Հացիկի Ա.Բաղդասրյանի անվ. մ/դ,142,11,9,14,9,18,11,16,13,13,9,12,7
Շիրակ,Ախուրյան / Հացիկ,գ. Հացիկի մ/դ,58,8,5,4,3,3,3,8,4,4,5,7,4
Վայոց Ձոր,Վայք / Հերհեր,գ. Հերհերի մ/դ,28,3,1,5,3,4,2,- չունի -,3,1,3,2,1
Վայոց Ձոր,Եղեգնաձոր / Հերմոն,գ. Հերմոնի հմ/դ,9,1,3,1,- չունի -,- չունի -,1,- չունի -,1,2,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Հնաբերդ,գ. Հնաբերդի մ/դ,64,8,3,7,4,6,4,9,3,10,4,3,3
Արագածոտն,Արագած / Հնաբերդ,գ. Հնաբերդի մ/դ,129,16,17,9,13,13,13,10,10,14,5,6,3
Լոռի,Ստեփանավան / Հոբարձի,գ. Հոբարձու Ա. Ղուկասյանի անվ. մ/դ,42,3,4,2,3,5,2,6,4,4,3,4,2
Շիրակ,Ամասիա / Հողմիկ,գ. Հողմիկի մ/դ,11,1,2,2,- չունի -,1,2,- չունի -,1,1,- չունի -,1,- չունի -
Շիրակ,Արթիկ / Հոռոմ,գ. Հոռոմի մ/դ,141,12,18,11,14,13,10,11,18,14,8,6,6
Շիրակ,Ախուրյան / Հովիտ,գ. Հովիտի մ/դ,34,4,6,5,- չունի -,3,3,4,3,4,1,1,- չունի -
Շիրակ,Ախուրյան / Հովունի,գ. Հովունու մ/դ,21,2,3,4,2,3,2,1,1,1,1,1,- չունի -
Արմավիր,Վաղարշապատ / Հովտամեջ,գ. Հովտամեջի մ/դ,88,2,10,6,8,6,10,4,7,8,10,8,9
Արարատ,Մասիս / Հովտաշատ,գ. Հովտաշատի մ/դ,276,22,25,23,33,25,24,27,20,29,15,18,15
Շիրակ,Արթիկ / Հովտաշեն,գ. Հովտաշենի հմ/դ,22,2,3,3,5,2,2,3,1,1,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Հովտաշեն,գ. Հովտաշենի մ/դ,90,11,10,9,8,10,4,10,10,8,4,3,3
Շիրակ,Ամասիա / Հովտուն,գ. Հովտունի տ/դ,2,- չունի -,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -
Տավուշ,Դիլիջան / Հովք,գ. Հովքի մ/դ,37,2,5,2,5,5,2,2,2,5,3,- չունի -,4
